content,score
Terimakasih sudah ada perbaikan bug pada beberapa menu. Sy tambah bintangnya. Tinggal saran sy utk notifikasi transaksi tidak dibatasi di nominal 500.000. Tetapi semua transaksi debit dan kredit berapapun nominal agar muncul notifikasi melayang di layar ponsel seperti pada aplikasi myBCA.,4
"saya bertransaksi didalam aplikasi ini dalam bentuk pembelian pulsa namun terjadi kesalahan atau belum bisa diproses, dan saldo saya sudah berkurang namun sudah sehari saya menunggu belum ada pengembalian saldo saya atau transaksi tersebut diproses, terimakasih.",2
"Menu tidak lengkap, tidak ada mobile tunai/cash, e-wallet hanya gopay dan link saja, tidak ada shoopepay, dana, dll. Di seret ke aplikasi yg belum matang, padahal BNI mobile bangking sudah mumpuni. Semoga cepat di upgrade saja",2
"aplikasinya menguji kesabaran banget ya. setiap buka wondr,balik ke syarat dan ketentuan.ga bisa login. udah 3 hari dan 3 x bolak balil instal uninstall sama aja. katanya lebih mudah ini jadi memeprsulit banget ya.tolong la aplikasi nya dibenerin dulu .pakai yg internet banking lama ga bisa transaksi. aplikasi ini ga bisa dipakai .mengecewakan sekali sih ini.",1
"Bermacam bug terjadi, terahir penggunaan aplikasi ini karena terkena Bug pada laman syarat dan ketentuan. sudah dicentang, dan dilanjutkan, malah muncul notif sesi login habis, harap login kembali, dan berulang. Bukannya makin efisien, malah memperibet. Sinyal dipastikan 5G, Hapus Cache? Hapus data? Login ulang? Install ulang? Sudah Semua, dan Bug tetap konsisten pada tempatnya. Hebat, Selamat!",1
"Suasah banget mau login aja. Tampilan diawal selalu syarat dan ketentuan, terus muncul notif sesi telah berakhir. Saya edit lagi ulasannya. Karena saya udh uninstall, terus download lagi, kendala masih sama. Gak berguna aplikasinya, sampe login aja ga bisa.",1
Aplikasi harus diperbaiki lagi. Saya sangat kesal terhadap aplikasi ini. Saat buka aplikasi selalu muncul sesi login telah habis dan tidak bisa membuka aplikasi. Kecewa.,1
"Kak, aplikasi wondr saya tidak bisa transfer ke rekening lain atau pun ke sesama BNI, juga tidak bisa top up gopay, tulisannya selalu transaksi gagal, padahal update aplikasi nya terbaru. Mohon infonya",2
"Tolong diperbaiki secepatnya pada menu pembayaran pendidikan, ketika saya mau membayar tiba-tiba langsung sudah terisi nama universitasnya, padahal itu bukan universitas yang mau saya tuju, dan untuk melanjutkannya harus ada nomor mahasiswanya, sedangkan nomor mahasiswa dan universitasnya berbeda, bagaimana saya mau melakukan transaksi pembayaran.",2
"Baru download karena disarankan cs bank, pada saat awal log in itu aman. Namun satu jam kemudian saat saya ingin pakai entah kenapa masuk ke syarat dan ketentuan lagi, saya sudah centang setuju semua lalu muncul tulisan sesi telah berakhir harap log in kembali. Tapi untuk log in saja tidak bisa dikarenakan untuk menu syarat dan ketentuan otomatis muncul kembali saat membuka aplikasi, sudah hapus data tetap tidak bisa, sudah install ulang tetap tidak bisa terjadi hal yg sama. Sangat tidak bagus.",1
"Saya sangat puas dengan pengalaman menggunakan Wondr by BNI karena aplikasinya memiliki tampilan yang modern, intuitif, dan mudah digunakan. Fitur-fiturnya lengkap dan membantu saya mengatur keuangan, mulai dari menabung, bertransaksi, hingga memantau pengeluaran dengan lebih praktis. Salah satu hal yang paling saya sukai adalah proses transaksinya yang cepat dan aman, sehingga tidak perlu khawatir soal keterlambatan atau masalah teknis. Dengan Wondr by BNI, saya merasa lebih terbantu dalam meng",5
"Masih banyak bug. Selalu minta persetujuan term and condition, lalu tiba-tiba sesi anda berakhir, lalu ulang lagi masuk ke permintaan persetujuan. Sudah clear cache, bahkan sudah sampai uninstall lalu reinstall, tapi tetap dikendala yang sama",1
"Sangat merepotkan, sudah berulang-ulang kali berhari-hari verifikasi wajah gagal terus padahal sudah pake wajah asli tanpa fake tanpa editan. Bikin aplikasi sungguh sangat merepotkan. Sudah di coba lagi sudah sesuai tapi tetap gagal",1
"kok aneh ya, minta update tp di google play ga ada update an, tapi dari getApps, coba klik malah ada pesan jika update dari sumber manapun fungsi aplikasi mungkin berubah, waduh, gimana dong, ini udah valid blm ya aplikasi wonder nya...tolong dong di followup",2
"Secara fungsi mungkin oke, tapi gak bisa save no id pelanggan untuk transaksi pembelian, harus input baru. Blm apa2 sudah update, perasaan mending yang lama. Kalo mau launching aplikasi minimal setara lah sama yang kemarin baru kita disuruh migrasi.",2
"Makin ga jelas ini apk , setiap malam jam 12 lewat engga bisa TF gagal terus , keterangan nya saldo akhir di batas minimal , padahl saldo nya masih ada dan cukup , aneh nih apk asli engga ada perubahan nya udah banyak komplenan juga bukan nya di maksimalin malah makin parahhh !!!! SANGAT JELEK BOSSS !!!",1
"Sebenarnya saldo minimum Taplus berapa? Terkadang 1rb, kemudian 5rb, 15rb tiba2 50rb. Tanpa pemberitahuan alias GA JELAS. Harusnya saldo mengendap dihilangkan saja dari saldo terlihat agar tidak terjadi kebingungan nasabah. Seperti BCA walaupun di buku tabungan tercetak 100rb, tapi di ATM atau aplikasi terlihat 50rb.",1
"RUWET, banyak menguras penyimpanan, lebih simpel dan efisien pake aplikasi sebelumnya.",1
"Aplikasi sering gak bisa dibuka. Baru mau masuk keluar lagi dan lagi . Sampai di unisntall terus instal lagi tetap aja tidak bisa masuk. Mohon diperbaiki systemnya, kasihan sama yg membutuhkan. Apalagi disaat penting malah nge bug",1
"Tampilan baru Oke, tapi fitur tidak lengkap seperti yang ada di BNI Mobile Banking. Mohon diperbaiki. Terutama riwayat transaksi, tidak update dibandingkan dengan aplikasi lama Tolong yang sudah ada di aplikasi lama dikembangkan, bukan dihilangkan",1
"Aplikasinya nge bug ,udah login pertama kali terus keluar aplikasi ,pas buka aplikasi malah muncul syarat dan ketentuan,terus di ceklis malah muncul sesi berakhir disuruh login , jadi gak bisa dipake",1
"Haloo BNI, kapan tersedia fitur transaksi tanpa kartu?, saya sudah menunggu 3 bulan . Sementara di BNI Mobil setor tunai tanpa kartu sudah diarahkan ke WONDR BY BNI. Saran, kalau belum lengkap fitur nya atau minimal sama dengan BNI MOBILE di tutup saja untuk sementara aplikasi WONDR BY BNI.",1
"udah daftar seminggu kemudian daftar lagi, isi data teross (-90) masih mending app bni yg lama ...penjelasan lengkap - udah daftar dan dijalankan (oke aman) - seminggu kemudian ketika dijalan mau transaksi dan login lagi disuruh daftar lagi , oke gua turutin (fine) - skrg mau login disuruh daftar ulang lg (×•×) mau nya apa daftar terus? kenapa ga app yg lama aja dikembangkan",1
"Makasih BNI udh keluarin aplikasi ini. Ngebantu bgt, karena bisa buat rekening melalui aplikasi aja tanpa harus ke kantor. Ga repot, gampang buatnya, yg pasti pas kepepet ga repot. Fitur nya juga udh lengkap, jadi kalau tengah malam urgent tinggal buka aplikasi aja deh",5
Prasaan blum sebulan saya pakai aplikasi ini kok malah sudah updated lagi🙁.... ++++ Terlalu banyak versi membuat jadi risih🙏. Menurut saya masih nyaman dengan apk yg sebelumnya,3
"Buat devoleper wonder BNI saran dari saya tolong buatin fitur cardlessnya supaya bisa narik uang tanpa menggunakan kartu ATM dan buatin juga fitur mutasi rekening pemasukan dan pengeluaran yang bisa di download untuk rekap mingguan atau bulanan itu aja saran dari saya, untuk keseluruhan fitur sudah bagus cuma 2 fitur aja yang belum tersedia mohon untuk di isi ya di apps wondernya terimakasih.",4
"Aku login ulang tiba - tiba suruh verifikasi wajah,ketika suruh tengok atas dan bawah sudah bisa ,tapi kenapa waktu kedipkan mata tidak bisa diverifikasi.padahal internet sudah lancar dan ku ulang besoknya lagi masih tetap. Mohon dijawab.... Tapi,tetap sudah saya ulangi berkali - kali tapi tidak bisa waktu nya disuruh kedipkan mata itu saja yang tidak bisa untuk login kembali ke akun saya",1
"Mohon maaf dear cs BNI, kami mempunyai 8 rekenening aktiv BNI. Tapi baru lewat aplikasi wondr BNI merasa tidak nyaman dengan ada nya BNI asuransi program BNI lite. Semua asuransi kami udah kami serahkan ke bpjs, tapi lewat aplikasi ini serasa dipaksa kami ikut program asuransi BNI lite. Kami ingin menabung bukan ingin menyumbangkan uang asuransi.",2
"saya pakai apk ini karena BNI MOBILE sudah tidak bisa QRIS sayangnya masih banyak yang harus dibenahi di apk WONDR ini: 1. Update saldo saat akan melakukan pembelian token listrik taunya kekurangan saldo karena ADM bulanan,lalu saya TF dari rekening saya yg lain namun harus ke halaman utama lagi dulu utk ulang trx pembelian token 2. Awal masuk apk tiap open apk selalu persetujuan privasi 3. Tidak ada informasi promosi BNI justru notif BNI MOBILE yang memberikan informasi promo pembelian token",3
"Terjadi bug tolong lebih cermat di perbaiki, ini sangat menggangu kalau bertransaksi, kalau anda bilang ini aplikasi untuk mempermudah kenapa malah sering terjadi bug, masuk login saja gak bisa, BNI mobile yg sebelumnya lancar untuk beli token listrik harus kesini, dan ini tidak bisa login, kembalikan saja BNI mobile banking seperti semula, toh juga sama saja",1
"Menurutku lebih bagus menu di bni mobile. Bukan kah lebih bagus kalau bni mobile nya yang di upgrade di tambahin fitur yang baru. Yang tersedia di wonder. Akses masuk di wonder seandainya pake sensor cuma bisa pake sensor aja. Kl di mobile bni kan bisa wensor bisa pake pasword. Ini aku pake 2 apk ini, kl seandai e hanya 1 apk aja bermasalah gak ya?",2
"Buat apa ya di ganti aplikasi nya? Makin lambat aja transaksi. Tidak bisa digunakan jam 12 malam, serius langsung buat yg bagus agar tidak mengulangi lagi login (apk nya kluar sendiri) heran deh .kita mau perbaiki itu aplikasi nya yg lama aja. Kan udah banyak master it di Indonesia ini. Masak ia jadi ke nasabah yang di bikin repot untuk memory hp android yg terbatas. Aduh masak ia jadi harus hapus aplikasi lain untuk biar bisa pasang wonder 😭😭",1
"Aplikasi baru tapi malah makin kemunduran, Fitur TARIK TUNAI TIDAK ADA!!! Padahal itu sangat membantu di aplikasi sebelumnya. Bisa bisanya di aplikasi baru tidak ada. Kalau ga siap meluncurkan aplikasi jangan di paksaan.",2
"Mending allow deh buat screenshot, buat apa nyedian pengeluaran bulanan tapi gk bisa ditunjukin buat bukti ke orang lain, update = udh di-update di aplikasi, udh bisa screenshot bagian yg dimaksud",5
"Semenjak Pakai wonder by BNI ,, fitur fitur didalamnya enak di akses dan lebih mudah,, akan tetapi kalau saya pengen buka aplikasi / mau login itu lama sekali, harus berkali - kali membukanya ,, malah terkadang tidak brfungsi sama sekali ,,mohon di perbaiki 🙏🙏🙏",2
Aplikasi nya g baik... Waktu diperlukan g bisa dbuka saat saya mau belanja byar2 malang stak di halaman awal... Mohon perbaiki lg kualitas aplikasi nya... Klo dlihat sinyal... Baik2 saja dan aman... Tp sering ktika mau transaksi malah stak aja dihalaman awal,2
"app jelek bgt, setiap mau transaksi selalu muncul tulisan ""fitur lagi tidak tersedia"" trus kalo mau transaksi di BNI mobile banking diarahkan ke wondr, ini gimana sih aplikasinya, ga niat kah nyiptain aplikasi nya. nyesel punya rekening di BNI kalo tau mobile banking nya sejelek ini",1
"Aplikasinya terlalu berat. Saat buka harus buffering dulu, Kapan lalu beli token via wonder. Keterangan traksaksi gagal gagal terus sampe 3 x, setelah check saldo malah sudah kepotong. Giliran laporan ke CS susah nyambungnya,, mana tidak bebas pulsa lagi😰 Saat nyambung CS kirain bisa langsung refund itu saldo, ternyata cuman akan dibuatkan laporan dan nunggu pengembalianya selama 7 hari kerja. Giliran sudah 7 hari kerja malah dibalikin dalam bentuk token sebanyak 3 , padahal transaksi gagal😰",1
"Aplikasi bagus, hanya saja minta tolong untuk mutasi atau riwayat dikasih seperti BNI M-Banking lengkap debet kredit saldo. Sama untuk save simpan nomer rekening bisa disisipkan tanda ,._ dll.",3
sumpahhh disuruh update dulu baru bisa buka pas udah di update kirain makin bagus dan lancar malah bug please gak bisa buka wondr tulisannya fitur tidak tersedia haaduhhh🙏🏻,2
"Hadeuh...jarang pake,,sekalinya mau pake, malah ga bisa..baru transfer, pas mau di pake duitnya,,ehh aplikasi nya error.. alhasil rencana keuangan jadi berantakan gara² aplikasi ga bisa di pake secara duit ada di situ. JANGAN DI DOWNLOAD,,,",1
"Dari tgl 10 Desember 2024 ampe sekarang tgl 12 ini apk bermasalah gk bisa login, notif nya fitur lagi tidak tersedia, gimana orang mau terbantu di situasi darurat bgini mau transfer gak bisa, boro boro transfer, login aja ga bisa malah muncul notif begituan",1
Fitur untuk pembayaran biaya pendidikan sebaiknya dilengkapi tidak terbatas hanya pada institusi pendidikan tertentu saja. Fitur Investasi dan Obligasi belum bisa diakses. Overall sudah lumayan untuk aplikasi M-Banking yang masih baru. Ada juga data yg tidak bisa diakses pada aplikasi ini seperti Tabungan Simponi dll.,4
"Wondr ini sering eror dan buat transaksi jadi lambat, saya sangat tidak senang, kalau ada bintang 0 saya kasih bintang 0 saja. Saya lebih senang dengan aplikasi MBanking yang sebelumnya.",1
"aplikasinya sering update,tapi masih banyak kurang fitur.. Tarik/Setor tunai tidak ada mohon segera di sediakan fitur tersebut terimakasih.",4
"aplikasi yang membantu banget dan sangat mudah digunakan, cara daftarnya juga mudah,buat rekeningpun gak perlu ribet cukup dirumah udah jadi deh, dan untuk kartu fisiknya bisa dikirim ke rumah huhuhu segampang dan se praktis itu ,,untuk transaksipun memudahkan banget antu lemot, fitunya pun mudah dipahami, digunakan untuk pembeliam Ecomerce jadi gampang dan simple dengan menggunakan wondr by BNI,",5
"Sangat memudahkan aku dalam bertransaksi keuangan secara digital, buat transfer ke rekening ATM, ataupun beli pulsa.. Cara buat nya pun sangat mudah karna bisa online. Terimakasih yaa Wondr BNI👍👍",5
"Cara daftarnya mudah,bisa buat rekening via online hasilnya pun cepat,dan fiturnya memudahkan aku untuk transaksi juga jd lbh cepat krna pake qris jd gk perlu ke atm lg buat ambil cash,pembuatan atm nya pun jg mudah jd recomended buat yg gk punya waktu ke bank 😊😊",5
"Pakai wondr by BNI malah keasikan karena aplikasinya tu banyak fiturnya yang mudah dipahami apalagi buat pemula,transaksi juga lebih mudah mau e-wallet,bayar pulsa,e-commerce dan banyak lg pokoknya top banget,apalagi ada tabungan reksadana juga.ngebantu bgt deh pokoknya buat yang mager-mager keluar rumah tinggal pegang hp klik wondr by BNI dah jadi deh.",5
"Tolong lah kalau maksa buat ganti aplikasi, aplikasi penggantinya diselesaikan dulu fitur-fiturnya. Wondr by BNI ini tidak ada fitur tarik tunai tanpa kartunya, menyusahkan saja... Tidak seperti aplikasi sebelumnya yang sudah lengkap.",1
"Aplikasinya bagus mudah di pahami dan di gunakan, aksesnya mudah dan cepat. Mempermudah untuk transfer, untuk bayar E-Commers dan mengisi E-wallet. Login nya pun mudah di jamin ga ribet deh pake BNI wondr.",5
"Aplikasi terbaru dari BNI, memudahkan penggunanya. Perbedaan apk mobile BNI dengan Wondr adalah : ketika log in memakai sandi kombinasi huruf dan angka, pembayaran pin hanya pakai angka (jadi lebih mudah) saya masih pakai keduanya. Menurut saya lebih simple Wondr ini.",5
"sebagai pengguna baru aku excited banget, ternyata ada ya aplikasi banking yang colorful kayak gini, sangat menyenangkan gak monoton warnanya, berasa nyaman dipandang meskipun saldo masih tipis, dan yang paling aku suka ada fitur transfer luar negeri trus langsung nonggol negara tujuan, mantap. apknya gak lelet.",5
"Pakai aplikasi ini semua lebih mudah si trus ga ribet gtu. Apalagi buat saya yg kaum rebahan mau bikin rekening tanpa ngantri tanpa hrs kekantor langsung, aplikasi ini udh bisa menghandle semuanya 😍 dan lebih seneng nya lagi kartu fisiknya bisa dikirim melalui kurir ulalaaa 🫶 makin seneng gak tuh 🤣.",5
"masih lebih baik aplikasi sebelumnya. sebelumnya setiap mutasi transaksi ada saldo akhir, di wondr jadi tidak ada. sebelumnya riwayat transaksi bisa di download, di wondr tidak bisa. sebelumnya bisa penarikan uang tanpa kartu, di wondr jadi tidak bisa.",2
"Sinyal sudah bagus buat masuk aplikasi wondr, lalu loading lama trs tiba2 ada peringatan kalau sesi buka sudah lama. Ini sering banget dan banyak pengguna lain yang sama mengeluhkan kalau masuk aplikasi lama sudah diupdate pun juga susah.",1
"Banyak bug, baru klik aplikasinya terus terima syarat setelah itu sesi berakhir sampai 5 kali lebih, dan bug lainnya saat tidak sengaja keluar aplikasi lalu kembali ke aplikasi, langsung ada tulisan sesi berakhir. Terlalu ribet dan tidak se fleksibel sebelumnya.",1
